Date,GSPCRet,FTSERet
1/1/2010,0,0
1/4/2010,-0.008911696,0
1/5/2010,0.014419265,0.016146595
1/6/2010,0.002692712,0.004036179
1/7/2010,0.000493135,0.001358081
1/8/2010,0.003740308,-0.00059671
1/11/2010,0.004769703,0.001357048
1/12/2010,-0.001876071,0.000704691
1/13/2010,-0.005682762,-0.007114336
1/14/2010,0.007359466,-0.004582937
1/15/2010,0.001780529,0.004512688
1/18/2010,0,-0.007784419
1/19/2010,-0.01018536,0.00714888
1/20/2010,0.010492612,0.003403501
1/21/2010,-0.008075176,-0.016741995
1/22/2010,-0.020365741,-0.015809421
1/25/2010,-0.020699393,-0.006016775
1/26/2010,0.003112435,-0.008052083
1/27/2010,-0.003522638,0.003155732
1/28/2010,0.004569951,-0.011256591
1/29/2010,-0.008496502,-0.013761343
2/1/2010,-0.012614789,0.008317586
2/2/2010,0.015048128,0.01135201
2/3/2010,0.009742667,0.006841465
2/4/2010,-0.003107238,-0.005697123
2/5/2010,-0.03019367,-0.021682096
2/8/2010,0.001306257,-0.015254977
2/9/2010,-0.005114876,0.006204411
2/10/2010,0.009074953,0.003829311
2/11/2010,-0.002412009,0.00395168
2/12/2010,0.008293483,0.005748246
2/15/2010,0,-0.0036811
2/16/2010,0.002955578,0.004861449
2/17/2010,0.015762707,0.014823434
2/18/2010,0.002636538,0.006197441
2/19/2010,0.005877875,0.009191525
2/22/2010,0.004079648,0.006215864
2/23/2010,-0.00226127,-0.00113846
2/24/2010,-0.010474113,-0.006913174
2/25/2010,0.004881854,0.005230345
2/26/2010,0.001688992,-0.012109474
3/1/2010,0.002048781,0.014455648
3/2/2010,0.010539575,0.009599384
3/3/2010,0.002103809,0.014465713
3/4/2010,-0.0002144,0.008953173
3/5/2010,0.005361355,-0.001084363
3/8/2010,0.011803212,0.01313497
3/9/2010,-0.000737848,0.001232257
3/10/2010,0.002338261,-0.000784845
3/11/2010,0.00328006,0.00683653
3/12/2010,0.006774713,-0.004130818
3/15/2010,-0.002761052,0.00149545
3/16/2010,0.002002496,-0.005652682
3/17/2010,0.007916013,0.004737303
3/18/2010,0.005336538,0.004305778
3/19/2010,0.000471687,-0.000354321
3/22/2010,-0.00808281,0.001329174
3/23/2010,0.007967138,-0.00099115
3/24/2010,0.005340884,0.005155478
3/25/2010,-0.002276731,0.000757862
3/26/2010,-0.002094026,0.0087709
3/29/2010,0.000111346,-0.004312411
3/30/2010,0.005172551,0.001350201
3/31/2010,-0.00170394,-0.006724288
4/1/2010,-0.000443797,0.001287008
4/2/2010,0,0.011497254
4/5/2010,0.006386432,0
4/6/2010,0.006193253,0
4/7/2010,0.001871798,0.006179394
4/8/2010,-0.005453473,-0.003165837
4/9/2010,0.004840254,-0.008573246
4/12/2010,0.006290661,0.010205297
4/13/2010,0.000836862,0.001161011
4/14/2010,0.002299447,-0.002769268
4/15/2010,0.010077734,0.006005104
4/16/2010,-0.000495532,0.004951468
4/19/2010,-0.014964827,-0.013905579
4/20/2010,0.005855393,-0.002802942
4/21/2010,0.00677208,0.009741841
4/22/2010,-0.003843744,-0.010425902
4/23/2010,0.00444897,-0.010151326
4/26/2010,0.007616673,0.010308438
4/27/2010,-0.005874685,0.005276256
4/28/2010,-0.020935332,-0.026138776
4/29/2010,0.007352825,-0.003015955
4/30/2010,0.011288,0.00558474
5/3/2010,-0.015073347,-0.011481363
5/4/2010,0.007504791,0
5/5/2010,-0.023599173,-0.025606344
5/6/2010,-0.004156534,-0.012788563
5/7/2010,-0.032068539,-0.015144406
5/10/2010,-0.004232343,-0.026230755
5/11/2010,0.030402661,0.051610365
5/12/2010,-0.000830136,-0.009874839
5/13/2010,0.01264463,0.009242211
5/14/2010,-0.010982614,0.009324825
5/17/2010,-0.017862169,-0.031433514
5/18/2010,0.001988535,-7.60E-05
5/19/2010,-0.016869002,0.008513027
5/20/2010,-0.01092382,-0.028112169
5/21/2010,-0.036194807,-0.016478936
5/24/2010,0.016415887,-0.002010643
5/25/2010,-0.016003231,0.001323391
5/26/2010,0.00757899,-0.025426049
5/27/2010,-0.001152932,0.019713785
5/28/2010,0.026362037,0.031182409
5/31/2010,0,-0.001308957
6/1/2010,-0.013867274,0
6/2/2010,-0.013142682,-0.004837734
6/3/2010,0.024053771,-0.002324095
6/4/2010,-0.000354828,0.011628209
6/7/2010,-0.029669698,-0.016349438
6/8/2010,-0.014101467,-0.011100254
6/9/2010,0.011362607,-0.008068474
6/10/2010,-0.003744983,0.011475221
6/11/2010,0.022554478,0.009162606
6/14/2010,0.011407173,0.006078947
6/15/2010,-0.003461223,0.007436509
6/16/2010,0.020903455,0.003017956
6/17/2010,0.001759359,0.003852217
6/18/2010,0.000161341,0.003054659
6/21/2010,0.005940013,-0.000590056
6/22/2010,-0.007917789,0.009198654
6/23/2010,-0.016455766,-0.009831876
6/24/2010,-0.00423514,-0.013055079
6/25/2010,-0.014510626,-0.015120171
6/28/2010,0.002232373,-0.010529037
6/29/2010,-0.005939698,0.004993599
6/30/2010,-0.028512667,-0.031054675
7/1/2010,-0.009091338,0.000549369
7/2/2010,-0.003345894,-0.022595558
7/5/2010,0,0.006721107
7/6/2010,0.000428104,-0.003017734
7/7/2010,0.000437776,0.029335545
7/8/2010,0.033426025,0.010030172
7/9/2010,0.007131257,0.018086504
7/12/2010,0.006286764,0.005366742
7/13/2010,0.00317485,0.006643437
7/14/2010,0.013843484,0.020127734
7/15/2010,-0.001049666,-0.003320053
7/16/2010,-0.000557339,-0.008032777
7/19/2010,-0.024683458,-0.010055054
7/20/2010,-0.002174576,-0.002054721
7/21/2010,0.020797924,-0.001709264
7/22/2010,-0.013371151,0.014612335
7/23/2010,0.018682289,0.019023454
7/26/2010,0.009815295,-0.000225772
7/27/2010,0.013120049,0.007246922
7/28/2010,-0.004045267,0.002728429
7/29/2010,-0.004286348,-0.008572972
7/30/2010,-0.008690792,-0.001071526
8/2/2010,0.008275453,-0.010538201
8/3/2010,0.016080771,0.026454944
8/4/2010,-0.003803213,-0.000111189
8/5/2010,0.004210275,-0.001908608
8/6/2010,-0.003295567,-0.003787529
8/9/2010,0.000650675,-0.00622459
8/10/2010,0.000106871,0.014646332
8/11/2010,-0.005369954,-0.006302578
8/12/2010,-0.031704137,-0.024402892
8/13/2010,0.000684238,0.003984577
8/16/2010,-0.004370628,0.001765976
8/17/2010,0.003406105,0.000132728
8/18/2010,0.01010019,0.014120278
8/19/2010,0.000329633,-0.008914924
8/20/2010,-0.015387515,-0.017273586
8/23/2010,-0.002110409,-0.003070251
8/24/2010,-0.009465635,0.007603026
8/25/2010,-0.013374691,-0.015053069
8/26/2010,0.006959188,-0.009038033
8/27/2010,-0.006636507,0.009081282
8/30/2010,0.012989988,0.008883257
8/31/2010,-0.015071991,0
9/1/2010,0.00271279,0.004537084
9/2/2010,0.029474588,0.027022832
9/3/2010,0.011983372,0.000857204
9/6/2010,0,0.010649822
9/7/2010,0.008220472,0.002026454
9/8/2010,-0.009287131,-0.005772979
9/9/2010,0.008046834,0.004049778
9/10/2010,0.003105773,0.011879109
9/13/2010,0.007976008,0.001346857
9/14/2010,0.006987757,0.011614785
9/15/2010,-0.001543027,0.000341371
9/16/2010,0.003984135,-0.002119446
9/17/2010,0.002224417,-0.002789978
9/20/2010,0.000159742,-0.005703886
9/21/2010,0.014424315,0.017064537
9/22/2010,-0.002913806,-0.004694298
9/23/2010,-0.007362956,-0.004357859
9/24/2010,0.000521586,-0.000864534
9/27/2010,0.014977665,0.009266085
9/28/2010,-0.005510827,-0.004483361
9/29/2010,0.003886809,0.000897118
9/30/2010,-0.000680209,-0.00163131
10/1/2010,-0.002164089,-0.003716752
10/4/2010,0.001285513,0.007983961
10/5/2010,-0.003738041,-0.006597633
10/6/2010,0.016770702,0.014362816
10/7/2010,0.001517393,0.008091149
10/8/2010,-0.002763468,-0.003397016
10/11/2010,0.006008461,-0.000794758
10/12/2010,-0.000892388,0.002615916
10/13/2010,0.006046584,-0.001903922
10/14/2010,0.005549295,0.015154692
10/15/2010,-0.000297138,-0.003514582
10/18/2010,-0.000543551,-0.004155659
10/19/2010,0.00153808,0.006855577
10/20/2010,-0.010096403,-0.006721828
10/21/2010,0.011210686,0.004382966
10/22/2010,0.000593373,0.005062054
10/25/2010,0.003574671,-0.002865628
10/26/2010,0.000118182,0.001846257
10/27/2010,-0.000877759,-0.007771244
10/28/2010,0.000532171,-0.010740597
10/29/2010,-0.000506535,0.00565
11/1/2010,0.001554196,-0.000475476
11/2/2010,0.00181328,0.003418364
11/3/2010,0.004992216,0.011027957
11/4/2010,0.003811329,-0.001458975
11/5/2010,0.019076377,0.019794713
11/8/2010,0.00167052,0.00214916
11/9/2010,0.000286105,-0.004323093
11/10/2010,-0.008540403,0.004307726
11/11/2010,-8.24E-05,-0.009923116
11/12/2010,-0.003272846,-0.000292202
11/15/2010,-0.007137722,-0.003146976
11/16/2010,-0.004706526,0.004053891
11/17/2010,-0.013776549,-0.023795616
11/18/2010,0.004599768,0.001883207
11/19/2010,0.010449837,0.013368249
11/22/2010,0.00163023,-0.006223307
11/23/2010,-0.004640745,-0.009070612
11/24/2010,-0.007387828,-0.017515139
11/25/2010,0,0.013581118
11/26/2010,0.008836769,0.00738891
11/29/2010,-0.004254102,-0.005299217
11/30/2010,-0.005146832,-0.020763172
12/1/2010,0.00307704,-0.004089388
12/2/2010,0.017031926,0.020657381
12/3/2010,0.010871632,0.022171041
12/6/2010,0.003229645,-0.003866477
12/7/2010,0.002761735,0.004351383
12/8/2010,-0.001817055,0.00662014
12/9/2010,0.00417952,-0.002410261
12/10/2010,0.003015885,0.002329795
12/13/2010,0.007026822,0.000860882
12/14/2010,-0.000547318,0.008222915
12/15/2010,-0.000209375,0.005187072
12/16/2010,-0.004220421,-0.001527702
12/17/2010,0.005896468,-0.000187021
12/20/2010,0.001712732,-0.001581387
12/21/2010,0.002946028,0.003372099
12/22/2010,0.004409921,0.010217888
12/23/2010,0.002063914,0.005326153
12/24/2010,0,0.002105807
12/27/2010,-0.002282248,0.002134688
12/28/2010,0.003538761,0
12/29/2010,-0.000254107,0
12/30/2010,0.000524247,-0.002080248
12/31/2010,-0.002127876,-0.004235859
1/3/2011,0.000684288,-0.01190757
1/4/2011,0.012189657,0
1/5/2011,-0.003275794,0.019322362
1/6/2011,0.005919079,0.004988444
1/7/2011,-0.001473023,-0.004037112
1/10/2011,-0.00280135,-0.005847694
1/11/2011,0.001369165,-0.00467891
1/12/2011,0.002412476,0.009687255
1/13/2011,0.007941053,0.00610246
1/14/2011,-0.002239889,-0.004429288
1/17/2011,0,-0.003618886
1/18/2011,0.008044233,-0.002732361
1/19/2011,0.001005281,0.011811435
1/20/2011,-0.010559932,-0.013159585
1/21/2011,0.002170457,-0.018204074
1/24/2011,-0.000264847,0.004839875
1/25/2011,0.003802729,0.008072876
1/26/2011,0.002949864,-0.004407831
1/27/2011,0.004288056,0.008702705
1/28/2011,0.001633895,-0.000686876
1/31/2011,-0.017797377,-0.01403165
2/1/2011,0.009902087,-0.00314551
2/2/2011,0.013008687,0.016186512
2/3/2011,-0.002404465,0.007099986
2/4/2011,0.003254596,-0.002800002
2/7/2011,0.003703082,0.002356575
2/8/2011,0.005267397,0.008937223
2/9/2011,0.002820809,0.006660024
2/10/2011,-0.003289256,-0.006402574
2/11/2011,0.000402107,-0.005336782
2/14/2011,0.007636499,0.00712623
2/15/2011,0.001279472,-0.000461793
2/16/2011,-0.000691539,-0.003795317
2/17/2011,0.003655471,0.007983917
2/18/2011,0.004504005,0.00034511
2/21/2011,0,-0.000722788
2/22/2011,-0.001096682,-0.011211605
2/23/2011,-0.017529253,-0.002992618
2/24/2011,-0.006347668,-0.012223154
2/25/2011,0.000191265,-0.000590867
2/28/2011,0.010915309,0.013716249
3/1/2011,0.005319292,-0.001199793
3/2/2011,-0.017438918,-0.009709742
3/3/2011,0.005285472,-0.003520992
3/4/2011,0.013989946,0.015249657
3/7/2011,-0.00601926,-0.002447952
3/8/2011,-0.00882267,-0.002771117
3/9/2011,0.006765566,0.000167398
3/10/2011,-0.003182066,-0.006276361
3/11/2011,-0.016941232,-0.015495259
3/14/2011,0.005999465,-0.002839822
3/15/2011,-0.009783338,-0.009178719
3/16/2011,-0.006985083,-0.013835086
3/17/2011,-0.01395118,-0.017049078
3/18/2011,0.011968814,0.017487746
3/21/2011,0.00386937,0.003862292
3/22/2011,0.012983275,0.011892062
3/23/2011,-0.004698563,-0.004044158
3/24/2011,0.006516104,0.005761137
3/25/2011,0.008603704,0.01466554
3/28/2011,0.002782362,0.003383819
3/29/2011,-0.004621959,0.000627067
3/30/2011,0.009561865,0.00469137
3/31/2011,0.004198478,0.002713936
4/1/2011,0.001536822,-0.006640553
4/4/2011,0.003068928,0.01711009
4/5/2011,-0.001147327,0.0011814
4/6/2011,0.002935303,-0.001645322
4/7/2011,-0.000838357,0.005659969
4/8/2011,0.001003947,-0.005578486
4/11/2011,-0.005351174,0.008056714
4/12/2011,-0.005304737,-0.000396298
4/13/2011,-0.005998617,-0.014685946
4/14/2011,-0.00220697,0.007695516
4/15/2011,0.002600836,-0.007753244
4/18/2011,-0.000905308,0.005399275
4/19/2011,-0.005603979,-0.020997315
4/20/2011,0.01005368,0.004565477
4/21/2011,0.010696514,0.021265394
4/22/2011,0,-0.000664198
4/25/2011,0.002932753,0
4/26/2011,-0.000291678,0
4/27/2011,0.00873765,0.008490786
4/28/2011,0.004026855,-0.000197665
4/29/2011,0.004638611,0.000280101
5/2/2011,0.003727518,0
5/3/2011,-0.003992024,0
5/4/2011,-0.002838725,0.002141716
5/5/2011,-0.008658448,-0.016242221
5/6/2011,-0.002916352,-0.010711736
5/9/2011,-2.99E-05,0.009594562
5/10/2011,0.006073731,-0.005705329
5/11/2011,0.00457603,0.012822405
5/12/2011,-0.011162705,-0.007127532
5/13/2011,0.006943405,-0.005187416
5/16/2011,-0.010321069,-0.0032128
5/17/2011,-0.006495534,-0.000371202
5/18/2011,0.00184003,-0.010584633
5/19/2011,0.010432494,0.010663709
5/20/2011,-0.000297992,0.005486621
5/23/2011,-0.006654287,-0.001259234
5/24/2011,-0.011529774,-0.018929158
5/25/2011,-0.001016898,0.003855447
5/26/2011,0.003251412,0.001997166
5/27/2011,0.003823848,0.001856851
5/30/2011,0,0.009845248
5/31/2011,0.00408092,0
6/1/2011,0.010592725,0.008604304
6/2/2011,-0.022784644,-0.010250401
6/3/2011,-0.001224835,-0.013612015
6/6/2011,-0.009657663,0.001214128
6/7/2011,-0.010728586,0.001400546
6/8/2011,-0.001306103,0.000255833
6/9/2011,-0.003892171,-0.009514603
6/10/2011,0.007009816,0.008159876
6/13/2011,-0.013417598,-0.015453444
6/14/2011,0.000715728,0.001335495
6/15/2011,0.012301351,0.00512689
6/16/2011,-0.017346445,-0.010425462
6/17/2011,0.00241,-0.007627258
6/20/2011,0.002301821,0.002825173
6/21/2011,0.005426681,-0.003762096
6/22/2011,0.013360416,0.014385061
6/23/2011,-0.006854606,-0.000398214
6/24/2011,-0.002766933,-0.017079525
6/27/2011,-0.0113793,0.004106213
6/28/2011,0.00927913,0.004317463
6/29/2011,0.012997879,0.007794086
6/30/2011,0.008320191,0.015450259
7/1/2011,0.009941574,0.015317656
7/4/2011,0,0.007417059
7/5/2011,0.014349066,0.004624561
7/6/2011,-0.00151532,0.001080183
7/7/2011,0.00154007,-0.003502672
7/8/2011,0.009532569,0.008612537
7/11/2011,-0.006714007,-0.010570475
7/12/2011,-0.01764304,-0.010249374
7/13/2011,-0.003910272,-0.010153173
7/14/2011,0.002502978,0.006372449
7/15/2011,-0.006731218,-0.010056871
7/18/2011,0.005401565,-0.000564359
7/19/2011,-0.006740425,-0.01555528
7/20/2011,0.016517928,0.006466451
7/21/2011,-0.002265448,0.011018965
7/22/2011,0.013691415,0.007875243
7/25/2011,0.000386886,0.00594927
7/26/2011,-0.005154972,-0.001634405
7/27/2011,-0.004097519,0.000742644
7/28/2011,-0.020324247,-0.01232779
7/29/2011,-0.003617279,0.002834426
8/1/2011,-0.005791796,-0.009875366
8/2/2011,-0.004664981,-0.007016146
8/3/2011,-0.025113525,-0.009697977
8/4/2011,0.004767774,-0.023415624
8/5/2011,-0.047570644,-0.034273418
8/8/2011,-0.001499691,-0.027090188
8/9/2011,-0.065291036,-0.033924147
8/10/2011,0.046008445,0.0189189
8/11/2011,-0.043071567,-0.030532965
8/12/2011,0.04599121,0.031075172
8/15/2011,0.005107122,0.030448633
8/16/2011,0.021512296,0.005751898
8/17/2011,-0.009408544,0.001308264
8/18/2011,-0.002741258,-0.004852919
8/19/2011,-0.041315735,-0.044902074
8/22/2011,-0.014835921,-0.010093945
8/23/2011,0.000720873,0.010811776
8/24/2011,0.033619169,0.006692461
8/25/2011,0.012502501,0.014914025
8/26/2011,-0.015161144,-0.014368276
8/29/2011,0.016447391,-0.000233906
8/30/2011,0.027039396,0
8/31/2011,0.002678209,0.027057115
9/1/2011,0.005045338,0.02387682
9/2/2011,-0.012484391,0.004486087
9/5/2011,0,-0.023382027
9/6/2011,-0.024860913,-0.035789853
9/7/2011,-0.006916697,0.010621978
9/8/2011,0.027559296,0.031376105
9/9/2011,-0.01052604,0.004098786
9/12/2011,-0.026886116,-0.023537508
9/13/2011,0.007880334,-0.016319269
9/14/2011,0.009229376,0.008714072
9/15/2011,0.013738789,0.010184991
9/16/2011,0.016621284,0.021140233
9/19/2011,0.004780005,0.005789209
9/20/2011,-0.008633808,-0.02026671
9/21/2011,-0.000722287,0.019792398
9/22/2011,-0.032468413,-0.014038871
9/23/2011,-0.030681466,-0.046668143
9/26/2011,0.007166854,0.004998355
9/27/2011,0.023229553,0.004460428
9/28/2011,0.010375536,0.04022089
9/29/2011,-0.020121002,-0.014450048
9/30/2011,0.007111035,-0.003986563
10/3/2011,-0.024760194,-0.013142666
10/4/2011,-0.029870597,-0.010334406
10/5/2011,0.024247767,-0.025829987
10/6/2011,0.017864252,0.031914954
10/7/2011,0.018284994,0.037062366
10/10/2011,-0.005905431,0.002286791
10/11/2011,0.031472564,0.018026191
10/12/2011,0.001330961,-0.000611188
10/13/2011,0.009003603,0.008543768
10/14/2011,-0.001085319,-0.007056471
10/17/2011,0.015609792,0.011659326
10/18/2011,-0.019371623,-0.005433138
10/19/2011,0.018913147,-0.004837547
10/20/2011,-0.011066906,0.00741167
10/21/2011,0.004520936,-0.012072251
10/24/2011,0.019195448,0.019313982
10/25/2011,0.012488675,0.010822217
10/26/2011,-0.01994905,-0.004073484
10/27/2011,0.012040585,0.005013156
10/28/2011,0.032492781,0.028920191
10/31/2011,0.000443749,-0.002030104
11/1/2011,-0.026428809,-0.027708603
11/2/2011,-0.025083937,-0.022113216
11/3/2011,0.015275254,0.011527962
11/4/2011,0.018227294,0.011214237
11/7/2011,-0.006035743,-0.003317928
11/8/2011,0.006311819,-0.002967215
11/9/2011,0.011148867,0.010252595
11/10/2011,-0.035751883,-0.019201391
11/11/2011,0.008563854,-0.002856951
11/14/2011,0.019135229,0.018476363
11/15/2011,-0.009613502,-0.004760685
11/16/2011,0.004881447,-0.000289925
11/17/2011,-0.016894443,-0.001522439
11/18/2011,-0.016473213,-0.015592649
11/21/2011,-0.000468633,-0.011100698
11/22/2011,-0.018624253,-0.026161183
11/23/2011,-0.004610304,-0.003025369
11/24/2011,0,-0.012867789
11/25/2011,-0.021954009,-0.002373576
11/28/2011,-0.002359193,0.007235373
11/29/2011,0.029249064,0.028675355
11/30/2011,0.00348822,0.004555074
12/1/2011,0.041939689,0.031553289
12/2/2011,-0.000705748,-0.002924419
12/5/2011,-0.001364392,0.011476874
12/6/2011,0.010334868,0.002827692
12/7/2011,0.000755712,0.000125753
12/8/2011,0.002169854,-0.00391479
12/9/2011,-0.020930004,-0.011375741
12/12/2011,0.016662942,0.008279002
12/13/2011,-0.014517423,-0.018320967
12/14/2011,-0.008974537,0.01147779
12/15/2011,-0.011103575,-0.022476483
12/16/2011,0.003275229,0.006353898
12/19/2011,0.003001443,-0.002518117
12/20/2011,-0.011494269,-0.004139329
12/21/2011,0.029467895,0.010177092
12/22/2011,0.001989906,-0.005516994
12/23/2011,0.00826555,0.012486744
12/26/2011,0,0.010207109
12/27/2011,0.008787894,0
12/28/2011,0.000284569,0
12/29/2011,-0.012352025,-0.000961469
12/30/2011,0.010458049,0.010785471
1/2/2012,0,0.000988
1/3/2012,-0.003135808,0
1/4/2012,0.014433729,0.022899001
1/5/2012,0.000211443,-0.005508852
1/6/2012,0.002841936,-0.007797512
1/9/2012,-0.002420193,0.004516187
1/10/2012,0.002300825,-0.006619889
1/11/2012,0.008783778,0.015038468
1/12/2012,0.000356001,-0.00454656
1/13/2012,0.001810446,-0.001481255
1/16/2012,0,-0.004556337
1/17/2012,-0.003552599,0.003690133
1/18/2012,0.002658503,0.00646942
1/19/2012,0.011146695,0.00147522
1/20/2012,0.004908028,0.006804204
1/23/2012,0.000608638,-0.00219468
1/24/2012,0.000509334,0.009426387
1/25/2012,-0.001185398,-0.005309064
1/26/2012,0.009038348,-0.00502441
1/27/2012,-0.00605455,0.012615795
1/30/2012,-0.001585409,-0.010646775
1/31/2012,-0.001998241,-0.010883388
2/1/2012,-0.000822271,0.001851493
2/2/2012,0.008983229,0.019202354
2/3/2012,0.001487624,0.000932513
2/6/2012,0.013655444,0.018115629
2/7/2012,7.45E-06,-0.001508177
2/8/2012,0.002015936,-0.000322526
2/9/2012,0.002175089,-0.002444681
2/10/2012,0.000918532,0.003335676
2/13/2012,-0.006031559,-0.007310677
2/14/2012,0.006135236,0.009107425
2/15/2012,-0.000577244,-0.000982152
2/16/2012,-0.005857028,-0.001305057
2/17/2012,0.011507492,-0.001154118
2/20/2012,0,0.003347299
2/21/2012,0.002326784,0.006807625
2/22/2012,0.000653836,-0.002876156
2/23/2012,-0.003362398,-0.001956766
2/24/2012,0.004368177,0.003600007
2/27/2012,0.001276158,-0.000471514
2/28/2012,0.001728763,-0.003285539
2/29/2012,0.003392825,0.002079215
3/1/2012,-0.004591114,-0.009514314
3/2/2012,0.005996004,0.010184758
3/5/2012,-0.003274895,-0.003405612
3/6/2012,-0.004351639,-0.006141038
3/7/2012,-0.014842729,-0.018553824
3/8/2012,0.006893017,0.004439991
3/9/2012,0.009847297,0.0117934
3/12/2012,0.00352135,0.004744237
3/13/2012,0.000831654,0.000900179
3/14/2012,0.01751553,0.010708
3/15/2012,-0.001275051,-0.001762958
3/16/2012,0.006010748,-0.000790478
3/19/2012,0.001155036,0.004191409
3/20/2012,0.003859876,-0.000754325
3/21/2012,-0.002887326,-0.011692505
3/22/2012,-0.001871197,0.00010186
3/23/2012,-0.007206542,-0.00785808
3/26/2012,0.003108859,0.001573756
3/27/2012,0.013914483,0.008164152
3/28/2012,-0.002844961,-0.00560762
3/29/2012,-0.00504772,-0.0103244
3/30/2012,-0.001479985,-0.011533827
4/2/2012,0.003676958,0.004615117
4/3/2012,0.007462005,0.018444986
4/4/2012,-0.004150879,-0.00622991
4/5/2012,-0.010119615,-0.023037529
4/6/2012,0,0.003488971
4/9/2012,-0.000958034,0
4/10/2012,-0.010926973,0
4/11/2012,-0.016785131,-0.022380644
4/12/2012,0.007203961,0.00698765
4/13/2012,0.013764157,0.013452323
4/16/2012,-0.012496282,-0.010279344
4/17/2012,-0.000510902,0.002565554
4/18/2012,0.015486674,0.017771773
4/19/2012,-0.004098472,-0.003762822
4/20/2012,-0.005862474,-0.000121788
4/23/2012,0.001140243,0.004804529
4/24/2012,-0.008385787,-0.018467845
4/25/2012,0.003760152,0.0077485
4/26/2012,0.01350477,0.001646362
4/27/2012,0.006867289,0.005210844
4/30/2012,0.002192608,0.00494023
5/1/2012,-0.003848199,-0.006802772
5/2/2012,0.005465508,0.012966711
5/3/2012,-0.002262578,-0.009308024
5/4/2012,-0.007708609,0.001476181
5/7/2012,-0.016327565,-0.019335483
5/8/2012,0.000270308,0
5/9/2012,-0.004353094,-0.017771569
5/10/2012,-0.006323353,-0.004410759
5/11/2012,0.002605996,0.002513499
5/14/2012,-0.004550391,0.005681818
5/15/2012,-0.010037552,-0.019729172
5/16/2012,-0.005663615,-0.00510473
5/17/2012,-0.004478639,-0.005940174
5/18/2012,-0.014922705,-0.012376724
5/21/2012,-0.007141541,-0.013262364
5/22/2012,0.015713139,0.007005069
5/23/2012,-5.31E-05,0.018625658
5/24/2012,0.002051603,-0.025336351
5/25/2012,0.001584937,0.015893247
5/28/2012,0,0.001158802
5/29/2012,-0.001446108,0
5/30/2012,0.009363845,0.006497077
5/31/2012,-0.01364134,-0.017399101
6/1/2012,-0.002452209,0.004455118
6/4/2012,-0.024109229,-0.01140779
6/5/2012,-0.000367751,0
6/6/2012,0.006096351,0
6/7/2012,0.023755291,0.023554218
6/8/2012,-0.000881384,0.011831078
6/11/2012,0.008159743,-0.002331163
6/12/2012,-0.012310252,-0.000496807
6/13/2012,0.011165415,0.007602587
6/14/2012,-0.00690323,0.001845116
6/15/2012,0.010883074,-0.00304528
6/18/2012,0.009953508,0.002140021
6/19/2012,0.0017952,0.002245071
6/20/2012,0.009822865,0.017337092
6/21/2012,-0.001921877,0.006444337
6/22/2012,-0.021771695,-0.009942533
6/25/2012,0.006772641,-0.009467467
6/26/2012,-0.015589226,-0.011426084
6/27/2012,0.005037703,-0.000678848
6/28/2012,0.008185036,0.014117845
6/29/2012,-0.001051448,-0.005575735
7/2/2012,0.024215831,0.014217854
7/3/2012,0.002510437,0.012456903
7/4/2012,0,0.008350193
7/5/2012,0.0058356,-0.000562652
7/6/2012,-0.004826315,0.001424945
7/9/2012,-0.009092256,-0.00527
